BillNo,Itemname,Quantity,Present_Date,Price,CustomerID,Country,Revenue,Transaction_Size,Product_Frequency,Year,Month,Day,Hour,Day_of_Week
536412,LUNCH BAG CARS BLUE,3,2010-12-01 11:49:00,1.65,17920,United Kingdom,4.949999999999999,66,1090,2010,12,1,11,Wednesday
536412,LUNCH BAG SPACEBOY DESIGN,3,2010-12-01 11:49:00,1.65,17920,United Kingdom,4.949999999999999,66,1114,2010,12,1,11,Wednesday
536412,ROUND SNACK BOXES SET OF4 WOODLAND,1,2010-12-01 11:49:00,2.95,17920,United Kingdom,2.95,66,666,2010,12,1,11,Wednesday
536412,LUNCH BAG DOLLY GIRL DESIGN,4,2010-12-01 11:49:00,1.65,17920,United Kingdom,6.6,66,654,2010,12,1,11,Wednesday
536412,LUNCH BAG SUKI  DESIGN,3,2010-12-01 11:49:00,1.65,17920,United Kingdom,4.949999999999999,66,190,2010,12,1,11,Wednesday
536412,LUNCH BAG  BLACK SKULL.,3,2010-12-01 11:49:00,1.65,17920,United Kingdom,4.949999999999999,66,1228,2010,12,1,11,Wednesday
536412,ROUND SNACK BOXES SET OF 4 FRUITS,1,2010-12-01 11:49:00,2.95,17920,United Kingdom,2.95,66,535,2010,12,1,11,Wednesday
536412,ROUND SNACK BOXES SET OF 4 SKULLS,1,2010-12-01 11:49:00,2.95,17920,United Kingdom,2.95,66,283,2010,12,1,11,Wednesday
536412,DOLLY GIRL LUNCH BOX,1,2010-12-01 11:49:00,1.95,17920,United Kingdom,1.95,66,761,2010,12,1,11,Wednesday
536412,SPACEBOY LUNCH BOX,1,2010-12-01 11:49:00,1.95,17920,United Kingdom,1.95,66,776,2010,12,1,11,Wednesday
536412,GREEN POLKADOT PLATE,1,2010-12-01 11:49:00,1.69,17920,United Kingdom,1.69,66,122,2010,12,1,11,Wednesday
536412,BLUE POLKADOT PLATE,1,2010-12-01 11:49:00,1.69,17920,United Kingdom,1.69,66,175,2010,12,1,11,Wednesday
536412,RED RETROSPOT PLATE,1,2010-12-01 11:49:00,1.69,17920,United Kingdom,1.69,66,272,2010,12,1,11,Wednesday
536412,PINK  POLKADOT PLATE,1,2010-12-01 11:49:00,1.69,17920,United Kingdom,1.69,66,164,2010,12,1,11,Wednesday
536412,FELTCRAFT DOLL MOLLY,1,2010-12-01 11:49:00,2.95,17920,United Kingdom,2.95,66,310,2010,12,1,11,Wednesday
536412,FELTCRAFT CHRISTMAS FAIRY,3,2010-12-01 11:49:00,4.25,17920,United Kingdom,12.75,66,307,2010,12,1,11,Wednesday
536412,TRAVEL SEWING KIT,5,2010-12-01 11:49:00,1.65,17920,United Kingdom,8.25,66,435,2010,12,1,11,Wednesday
536412,SET OF 3 NOTEBOOKS IN PARCEL,1,2010-12-01 11:49:00,1.65,17920,United Kingdom,1.65,66,388,2010,12,1,11,Wednesday
536412,RED RETROSPOT TAPE,10,2010-12-01 11:49:00,0.65,17920,United Kingdom,6.5,66,214,2010,12,1,11,Wednesday
536412,COSY SLIPPER SHOES SMALL  RED,1,2010-12-01 11:49:00,2.95,17920,United Kingdom,2.95,66,22,2010,12,1,11,Wednesday
536412,6 RIBBONS RUSTIC CHARM,1,2010-12-01 11:49:00,1.65,17920,United Kingdom,1.65,66,879,2010,12,1,11,Wednesday
536412,SCANDINAVIAN REDS RIBBONS,3,2010-12-01 11:49:00,1.25,17920,United Kingdom,3.75,66,432,2010,12,1,11,Wednesday
536412,12 DAISY PEGS IN WOOD BOX,2,2010-12-01 11:49:00,1.65,17920,United Kingdom,3.3,66,76,2010,12,1,11,Wednesday
536412,HOT WATER BOTTLE BABUSHKA,3,2010-12-01 11:49:00,4.65,17920,United Kingdom,13.95,66,132,2010,12,1,11,Wednesday
536412,FELTCRAFT PRINCESS CHARLOTTE DOLL,2,2010-12-01 11:49:00,3.75,17920,United Kingdom,7.5,66,429,2010,12,1,11,Wednesday
536412,FELTCRAFT CHRISTMAS FAIRY,1,2010-12-01 11:49:00,4.25,17920,United Kingdom,4.25,66,307,2010,12,1,11,Wednesday
536412,FELTCRAFT PRINCESS CHARLOTTE DOLL,1,2010-12-01 11:49:00,3.75,17920,United Kingdom,3.75,66,429,2010,12,1,11,Wednesday
536412,6 RIBBONS RUSTIC CHARM,2,2010-12-01 11:49:00,1.65,17920,United Kingdom,3.3,66,879,2010,12,1,11,Wednesday
536412,COSY SLIPPER SHOES SMALL  RED,2,2010-12-01 11:49:00,2.95,17920,United Kingdom,5.9,66,22,2010,12,1,11,Wednesday
536412,SCANDINAVIAN REDS RIBBONS,1,2010-12-01 11:49:00,1.25,17920,United Kingdom,1.25,66,432,2010,12,1,11,Wednesday
536412,5 HOOK HANGER RED MAGIC TOADSTOOL,6,2010-12-01 11:49:00,1.65,17920,United Kingdom,9.9,66,115,2010,12,1,11,Wednesday
536412,CHRISTMAS CRAFT TREE TOP ANGEL,1,2010-12-01 11:49:00,2.1,17920,United Kingdom,2.1,66,433,2010,12,1,11,Wednesday
536412,CHRISTMAS CRAFT LITTLE FRIENDS,2,2010-12-01 11:49:00,2.1,17920,United Kingdom,4.2,66,519,2010,12,1,11,Wednesday
536412,5 HOOK HANGER RED MAGIC TOADSTOOL,3,2010-12-01 11:49:00,1.65,17920,United Kingdom,4.949999999999999,66,115,2010,12,1,11,Wednesday
536412,6 RIBBONS RUSTIC CHARM,7,2010-12-01 11:49:00,1.65,17920,United Kingdom,11.55,66,879,2010,12,1,11,Wednesday
536412,12 DAISY PEGS IN WOOD BOX,1,2010-12-01 11:49:00,1.65,17920,United Kingdom,1.65,66,76,2010,12,1,11,Wednesday
536412,SET OF 3 NOTEBOOKS IN PARCEL,5,2010-12-01 11:49:00,1.65,17920,United Kingdom,8.25,66,388,2010,12,1,11,Wednesday
536412,5 HOOK HANGER MAGIC TOADSTOOL,5,2010-12-01 11:49:00,1.65,17920,United Kingdom,8.25,66,27,2010,12,1,11,Wednesday
536412,SCANDINAVIAN REDS RIBBONS,12,2010-12-01 11:49:00,1.25,17920,United Kingdom,15.0,66,432,2010,12,1,11,Wednesday
536412,RED TOADSTOOL LED NIGHT LIGHT,5,2010-12-01 11:49:00,1.65,17920,United Kingdom,8.25,66,720,2010,12,1,11,Wednesday
536412,5 HOOK HANGER RED MAGIC TOADSTOOL,1,2010-12-01 11:49:00,1.65,17920,United Kingdom,1.65,66,115,2010,12,1,11,Wednesday
536412,COSY SLIPPER SHOES SMALL GREEN,2,2010-12-01 11:49:00,2.95,17920,United Kingdom,5.9,66,109,2010,12,1,11,Wednesday
536412,COSY SLIPPER SHOES SMALL  RED,5,2010-12-01 11:49:00,2.95,17920,United Kingdom,14.75,66,22,2010,12,1,11,Wednesday
536412,FELTCRAFT DOLL ROSIE,2,2010-12-01 11:49:00,2.95,17920,United Kingdom,5.9,66,284,2010,12,1,11,Wednesday
536412,FELTCRAFT DOLL EMILY,2,2010-12-01 11:49:00,2.95,17920,United Kingdom,5.9,66,252,2010,12,1,11,Wednesday
536412,FELTCRAFT PRINCESS OLIVIA DOLL,2,2010-12-01 11:49:00,3.75,17920,United Kingdom,7.5,66,276,2010,12,1,11,Wednesday
536412,REX CASH+CARRY JUMBO SHOPPER,1,2010-12-01 11:49:00,0.95,17920,United Kingdom,0.95,66,907,2010,12,1,11,Wednesday
536412,FELTCRAFT DOLL MOLLY,2,2010-12-01 11:49:00,2.95,17920,United Kingdom,5.9,66,310,2010,12,1,11,Wednesday
536412,FELTCRAFT CUSHION OWL,3,2010-12-01 11:49:00,3.75,17920,United Kingdom,11.25,66,436,2010,12,1,11,Wednesday
536412,CHRISTMAS CRAFT LITTLE FRIENDS,1,2010-12-01 11:49:00,2.1,17920,United Kingdom,2.1,66,519,2010,12,1,11,Wednesday
536412,FELTCRAFT CUSHION RABBIT,3,2010-12-01 11:49:00,3.75,17920,United Kingdom,11.25,66,359,2010,12,1,11,Wednesday
536412,FELTCRAFT CUSHION BUTTERFLY,2,2010-12-01 11:49:00,3.75,17920,United Kingdom,7.5,66,318,2010,12,1,11,Wednesday
536412,PAPER CHAIN KIT 50'S CHRISTMAS,1,2010-12-01 11:49:00,2.95,17920,United Kingdom,2.95,66,977,2010,12,1,11,Wednesday
536412,TOTE BAG I LOVE LONDON,7,2010-12-01 11:49:00,2.1,17920,United Kingdom,14.7,66,124,2010,12,1,11,Wednesday
536412,FOLDING UMBRELLA PINKWHITE POLKADOT,1,2010-12-01 11:49:00,4.95,17920,United Kingdom,4.95,66,41,2010,12,1,11,Wednesday
536412,FOLDING UMBRELLA CREAM POLKADOT,1,2010-12-01 11:49:00,4.95,17920,United Kingdom,4.95,66,61,2010,12,1,11,Wednesday
536412,FOLDING UMBRELLA WHITE/RED POLKADOT,1,2010-12-01 11:49:00,4.95,17920,United Kingdom,4.95,66,30,2010,12,1,11,Wednesday
536412,SET 10 LIGHTS NIGHT OWL,2,2010-12-01 11:49:00,6.75,17920,United Kingdom,13.5,66,73,2010,12,1,11,Wednesday
536412,SMALL POPCORN HOLDER,5,2010-12-01 11:49:00,0.85,17920,United Kingdom,4.25,66,447,2010,12,1,11,Wednesday
536412,SET 2 TEA TOWELS I LOVE LONDON,2,2010-12-01 11:49:00,2.95,17920,United Kingdom,5.9,66,512,2010,12,1,11,Wednesday
536412,FOLDING UMBRELLA RED/WHITE POLKADOT,1,2010-12-01 11:49:00,4.95,17920,United Kingdom,4.95,66,104,2010,12,1,11,Wednesday
536412,BABUSHKA LIGHTS STRING OF 10,2,2010-12-01 11:49:00,6.75,17920,United Kingdom,13.5,66,112,2010,12,1,11,Wednesday
536412,LUNCH BAG RED RETROSPOT,1,2010-12-01 11:49:00,1.65,17920,United Kingdom,1.65,66,1425,2010,12,1,11,Wednesday
536412,S/4 VALENTINE DECOUPAGE HEART BOX,1,2010-12-01 11:49:00,2.95,17920,United Kingdom,2.95,66,93,2010,12,1,11,Wednesday
536412,SOLDIERS EGG CUP,6,2010-12-01 11:49:00,1.25,17920,United Kingdom,7.5,66,345,2010,12,1,11,Wednesday
536412,RED RETROSPOT MINI CASES,1,2010-12-01 11:49:00,7.95,17920,United Kingdom,7.95,66,344,2010,12,1,11,Wednesday
536415,60 CAKE CASES VINTAGE CHRISTMAS,10,2010-12-01 11:57:00,0.55,12838,United Kingdom,5.5,59,326,2010,12,1,11,Wednesday
536415,PAPER CHAIN KIT VINTAGE CHRISTMAS,5,2010-12-01 11:57:00,2.95,12838,United Kingdom,14.75,59,705,2010,12,1,11,Wednesday
536415,RIBBON REEL CHRISTMAS SOCK BAUBLE,3,2010-12-01 11:57:00,1.65,12838,United Kingdom,4.949999999999999,59,308,2010,12,1,11,Wednesday
536415,RIBBON REEL SNOWY VILLAGE,3,2010-12-01 11:57:00,1.65,12838,United Kingdom,4.949999999999999,59,261,2010,12,1,11,Wednesday
536415,RIBBON REEL MAKING SNOWMEN,3,2010-12-01 11:57:00,1.65,12838,United Kingdom,4.949999999999999,59,221,2010,12,1,11,Wednesday
536415,SET OF 20 VINTAGE CHRISTMAS NAPKINS,5,2010-12-01 11:57:00,0.85,12838,United Kingdom,4.25,59,522,2010,12,1,11,Wednesday
536415,TURQUOISE CHRISTMAS TREE,2,2010-12-01 11:57:00,1.25,12838,United Kingdom,2.5,59,4,2010,12,1,11,Wednesday
536415,RED STAR CARD HOLDER,5,2010-12-01 11:57:00,2.95,12838,United Kingdom,14.75,59,142,2010,12,1,11,Wednesday
536415,WICKER WREATH SMALL,3,2010-12-01 11:57:00,1.45,12838,United Kingdom,4.35,59,118,2010,12,1,11,Wednesday
536415,HEART OF WICKER LARGE,1,2010-12-01 11:57:00,2.95,12838,United Kingdom,2.95,59,874,2010,12,1,11,Wednesday
536415,ADVENT CALENDAR GINGHAM SACK,1,2010-12-01 11:57:00,5.95,12838,United Kingdom,5.95,59,217,2010,12,1,11,Wednesday
536415,HEART OF WICKER SMALL,5,2010-12-01 11:57:00,1.65,12838,United Kingdom,8.25,59,1050,2010,12,1,11,Wednesday
536415,FELTCRAFT BUTTERFLY HEARTS,4,2010-12-01 11:57:00,1.45,12838,United Kingdom,5.8,59,461,2010,12,1,11,Wednesday
536415,PARTY CONE CHRISTMAS DECORATION,6,2010-12-01 11:57:00,0.85,12838,United Kingdom,5.1,59,84,2010,12,1,11,Wednesday
536415,VINTAGE HEADS AND TAILS CARD GAME,3,2010-12-01 11:57:00,1.25,12838,United Kingdom,3.75,59,536,2010,12,1,11,Wednesday
536415,WICKER STAR,5,2010-12-01 11:57:00,2.1,12838,United Kingdom,10.5,59,399,2010,12,1,11,Wednesday
536415,VINTAGE SNAP CARDS,3,2010-12-01 11:57:00,0.85,12838,United Kingdom,2.55,59,770,2010,12,1,11,Wednesday
536415,FELTCRAFT 6 FLOWER FRIENDS,4,2010-12-01 11:57:00,2.1,12838,United Kingdom,8.4,59,512,2010,12,1,11,Wednesday
536415,SET 2 TEA TOWELS I LOVE LONDON,3,2010-12-01 11:57:00,2.95,12838,United Kingdom,8.850000000000001,59,512,2010,12,1,11,Wednesday
536415,JAM MAKING SET PRINTED,3,2010-12-01 11:57:00,1.45,12838,United Kingdom,4.35,59,980,2010,12,1,11,Wednesday
536415,BIRD DECORATION RED RETROSPOT,12,2010-12-01 11:57:00,0.85,12838,United Kingdom,10.2,59,119,2010,12,1,11,Wednesday
536415,CHRISTMAS GINGHAM TREE,5,2010-12-01 11:57:00,0.85,12838,United Kingdom,4.25,59,177,2010,12,1,11,Wednesday
536415,CHRISTMAS GINGHAM STAR,4,2010-12-01 11:57:00,0.85,12838,United Kingdom,3.4,59,172,2010,12,1,11,Wednesday
536415,CHRISTMAS GINGHAM HEART,6,2010-12-01 11:57:00,0.85,12838,United Kingdom,5.1,59,47,2010,12,1,11,Wednesday
536415,PACK OF 12 PINK POLKADOT TISSUES,12,2010-12-01 11:57:00,0.29,12838,United Kingdom,3.4799999999999995,59,128,2010,12,1,11,Wednesday
536415,FELTCRAFT PRINCESS LOLA DOLL,2,2010-12-01 11:57:00,3.75,12838,United Kingdom,7.5,59,395,2010,12,1,11,Wednesday
536415,PACK OF 12 LONDON TISSUES,12,2010-12-01 11:57:00,0.29,12838,United Kingdom,3.4799999999999995,59,328,2010,12,1,11,Wednesday
536415,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,1,2010-12-01 11:57:00,1.25,12838,United Kingdom,1.25,59,207,2010,12,1,11,Wednesday
536415,CHILDREN'S APRON DOLLY GIRL,2,2010-12-01 11:57:00,2.1,12838,United Kingdom,4.2,59,288,2010,12,1,11,Wednesday
536415,CHILDRENS APRON SPACEBOY DESIGN,3,2010-12-01 11:57:00,1.95,12838,United Kingdom,5.85,59,517,2010,12,1,11,Wednesday
536415,CHRISTMAS LIGHTS 10 SANTAS,3,2010-12-01 11:57:00,8.5,12838,United Kingdom,25.5,59,128,2010,12,1,11,Wednesday
536415,CHRISTMAS LIGHTS 10 REINDEER,3,2010-12-01 11:57:00,8.5,12838,United Kingdom,25.5,59,236,2010,12,1,11,Wednesday
536415,PAPER CHAIN KIT 50'S CHRISTMAS,6,2010-12-01 11:57:00,2.95,12838,United Kingdom,17.700000000000003,59,977,2010,12,1,11,Wednesday
536415,FELTCRAFT CHRISTMAS FAIRY,2,2010-12-01 11:57:00,4.25,12838,United Kingdom,8.5,59,307,2010,12,1,11,Wednesday
536415,PACK OF 72 RETROSPOT CAKE CASES,2,2010-12-01 11:57:00,0.55,12838,United Kingdom,1.1,59,634,2010,12,1,11,Wednesday
536415,PACK OF 60 MUSHROOM CAKE CASES,2,2010-12-01 11:57:00,0.55,12838,United Kingdom,1.1,59,278,2010,12,1,11,Wednesday
536415,60 CAKE CASES DOLLY GIRL DESIGN,2,2010-12-01 11:57:00,0.55,12838,United Kingdom,1.1,59,259,2010,12,1,11,Wednesday
536415,PACK OF 60 PINK PAISLEY CAKE CASES,3,2010-12-01 11:57:00,0.55,12838,United Kingdom,1.65,59,477,2010,12,1,11,Wednesday
536415,HAND WARMER BABUSHKA DESIGN,3,2010-12-01 11:57:00,2.1,12838,United Kingdom,6.300000000000001,59,303,2010,12,1,11,Wednesday
536415,HAND WARMER BIRD DESIGN,3,2010-12-01 11:57:00,2.1,12838,United Kingdom,6.300000000000001,59,498,2010,12,1,11,Wednesday
536415,HAND WARMER OWL DESIGN,3,2010-12-01 11:57:00,2.1,12838,United Kingdom,6.300000000000001,59,587,2010,12,1,11,Wednesday
536415,HAND WARMER RED RETROSPOT,3,2010-12-01 11:57:00,2.1,12838,United Kingdom,6.300000000000001,59,341,2010,12,1,11,Wednesday
536415,SET 12 RETRO WHITE CHALK STICKS,2,2010-12-01 11:57:00,0.42,12838,United Kingdom,0.84,59,264,2010,12,1,11,Wednesday
536415,FELTCRAFT HAIRBAND RED AND BLUE,4,2010-12-01 11:57:00,0.85,12838,United Kingdom,3.4,59,157,2010,12,1,11,Wednesday
536415,FELTCRAFT HAIRBAND PINK AND PURPLE,3,2010-12-01 11:57:00,0.85,12838,United Kingdom,2.55,59,148,2010,12,1,11,Wednesday
536415,FELTCRAFT HAIRBANDS PINK AND WHITE,3,2010-12-01 11:57:00,0.85,12838,United Kingdom,2.55,59,142,2010,12,1,11,Wednesday
536415,TV DINNER TRAY DOLLY GIRL,2,2010-12-01 11:57:00,4.95,12838,United Kingdom,9.9,59,72,2010,12,1,11,Wednesday
536415,PLASTERS IN TIN VINTAGE PAISLEY,3,2010-12-01 11:57:00,1.65,12838,United Kingdom,4.949999999999999,59,528,2010,12,1,11,Wednesday
536415,PLASTERS IN TIN SPACEBOY,3,2010-12-01 11:57:00,1.65,12838,United Kingdom,4.949999999999999,59,605,2010,12,1,11,Wednesday
536415,PLASTERS IN TIN WOODLAND ANIMALS,3,2010-12-01 11:57:00,1.65,12838,United Kingdom,4.949999999999999,59,635,2010,12,1,11,Wednesday
536415,MAGIC DRAWING SLATE SPACEBOY,3,2010-12-01 11:57:00,0.42,12838,United Kingdom,1.26,59,162,2010,12,1,11,Wednesday
536415,MAGIC DRAWING SLATE CIRCUS PARADE,3,2010-12-01 11:57:00,0.42,12838,United Kingdom,1.26,59,121,2010,12,1,11,Wednesday
536415,MAGIC DRAWING SLATE GO TO THE FAIR,3,2010-12-01 11:57:00,0.42,12838,United Kingdom,1.26,59,48,2010,12,1,11,Wednesday
536415,MAGIC DRAWING SLATE DOLLY GIRL,3,2010-12-01 11:57:00,0.42,12838,United Kingdom,1.26,59,144,2010,12,1,11,Wednesday
536415,CHARLIE + LOLA RED HOT WATER BOTTLE,3,2010-12-01 11:57:00,2.95,12838,United Kingdom,8.850000000000001,59,251,2010,12,1,11,Wednesday
536415,HOT WATER BOTTLE BABUSHKA,3,2010-12-01 11:57:00,4.65,12838,United Kingdom,13.95,59,132,2010,12,1,11,Wednesday
536415,URBAN BLACK RIBBONS,2,2010-12-01 11:57:00,1.25,12838,United Kingdom,2.5,59,185,2010,12,1,11,Wednesday
536415,FELTCRAFT PRINCESS CHARLOTTE DOLL,2,2010-12-01 11:57:00,3.75,12838,United Kingdom,7.5,59,429,2010,12,1,11,Wednesday
536415,SET OF 6 T-LIGHTS TOADSTOOLS,12,2010-12-01 11:57:00,2.95,12838,United Kingdom,35.400000000000006,59,192,2010,12,1,11,Wednesday
536416,ROTATING LEAVES T-LIGHT HOLDER,12,2010-12-01 11:58:00,1.25,13255,United Kingdom,15.0,3,302,2010,12,1,11,Wednesday
536416,CUPCAKE LACE PAPER SET 6,12,2010-12-01 11:58:00,1.95,13255,United Kingdom,23.4,3,162,2010,12,1,11,Wednesday
536416,WOODEN FRAME ANTIQUE WHITE,6,2010-12-01 11:58:00,2.95,13255,United Kingdom,17.700000000000003,3,896,2010,12,1,11,Wednesday
536420,WOODEN BOX OF DOMINOES,12,2010-12-01 12:03:00,1.25,16583,United Kingdom,15.0,14,548,2010,12,1,12,Wednesday
536420,TRADITIONAL WOODEN CATCH CUP GAME,12,2010-12-01 12:03:00,1.25,16583,United Kingdom,15.0,14,388,2010,12,1,12,Wednesday
536420,TRADITIONAL WOODEN SKIPPING ROPE,12,2010-12-01 12:03:00,1.25,16583,United Kingdom,15.0,14,389,2010,12,1,12,Wednesday
536420,S/6 WOODEN SKITTLES IN COTTON BAG,6,2010-12-01 12:03:00,2.95,16583,United Kingdom,17.700000000000003,14,227,2010,12,1,12,Wednesday
536420,RED METAL BEACH SPADE,12,2010-12-01 12:03:00,1.25,16583,United Kingdom,15.0,14,218,2010,12,1,12,Wednesday
536420,BOYS VINTAGE TIN SEASIDE BUCKET,8,2010-12-01 12:03:00,2.55,16583,United Kingdom,20.4,14,231,2010,12,1,12,Wednesday
536420,GIRLS VINTAGE TIN SEASIDE BUCKET,8,2010-12-01 12:03:00,2.55,16583,United Kingdom,20.4,14,218,2010,12,1,12,Wednesday
536420,GREY HEART HOT WATER BOTTLE,4,2010-12-01 12:03:00,3.75,16583,United Kingdom,15.0,14,539,2010,12,1,12,Wednesday
536420,SCOTTIE DOG HOT WATER BOTTLE,3,2010-12-01 12:03:00,4.95,16583,United Kingdom,14.85,14,626,2010,12,1,12,Wednesday
536420,BIRD HOUSE HOT WATER BOTTLE,6,2010-12-01 12:03:00,2.55,16583,United Kingdom,15.3,14,274,2010,12,1,12,Wednesday
536420,KINGS CHOICE TEA CADDY,6,2010-12-01 12:03:00,2.95,16583,United Kingdom,17.700000000000003,14,254,2010,12,1,12,Wednesday
536420,KINGS CHOICE BISCUIT TIN,4,2010-12-01 12:03:00,4.25,16583,United Kingdom,17.0,14,179,2010,12,1,12,Wednesday
536420,METAL SIGN EMPIRE TEA,6,2010-12-01 12:03:00,2.95,16583,United Kingdom,17.700000000000003,14,218,2010,12,1,12,Wednesday
536420,HOMEMADE JAM SCENTED CANDLES,12,2010-12-01 12:03:00,1.45,16583,United Kingdom,17.4,14,538,2010,12,1,12,Wednesday
536423,SET OF 6 SOLDIER SKITTLES,4,2010-12-01 12:08:00,3.75,18085,United Kingdom,15.0,9,425,2010,12,1,12,Wednesday
536423,FAWN BLUE HOT WATER BOTTLE,6,2010-12-01 12:08:00,2.95,18085,United Kingdom,17.700000000000003,9,456,2010,12,1,12,Wednesday
536423,HAND WARMER RED RETROSPOT,12,2010-12-01 12:08:00,2.1,18085,United Kingdom,25.200000000000003,9,341,2010,12,1,12,Wednesday
536423,HOT WATER BOTTLE BABUSHKA,8,2010-12-01 12:08:00,4.65,18085,United Kingdom,37.2,9,132,2010,12,1,12,Wednesday
536423,WHITE SKULL HOT WATER BOTTLE,8,2010-12-01 12:08:00,3.75,18085,United Kingdom,30.0,9,448,2010,12,1,12,Wednesday
536423,RETROSPOT HEART HOT WATER BOTTLE,8,2010-12-01 12:08:00,4.95,18085,United Kingdom,39.6,9,537,2010,12,1,12,Wednesday
536423,RED WOOLLY HOTTIE WHITE HEART.,8,2010-12-01 12:08:00,3.75,18085,United Kingdom,30.0,9,354,2010,12,1,12,Wednesday
536423,SCOTTIE DOG HOT WATER BOTTLE,16,2010-12-01 12:08:00,4.95,18085,United Kingdom,79.2,9,626,2010,12,1,12,Wednesday
536423,GREY HEART HOT WATER BOTTLE,8,2010-12-01 12:08:00,3.75,18085,United Kingdom,30.0,9,539,2010,12,1,12,Wednesday
536425,HOT WATER BOTTLE BABUSHKA,8,2010-12-01 12:08:00,4.65,13758,United Kingdom,37.2,15,132,2010,12,1,12,Wednesday
536425,PACK OF 6 BIRDY GIFT TAGS,12,2010-12-01 12:08:00,1.25,13758,United Kingdom,15.0,15,347,2010,12,1,12,Wednesday
536425,CHILLI LIGHTS,8,2010-12-01 12:08:00,4.95,13758,United Kingdom,39.6,15,359,2010,12,1,12,Wednesday
536425,PIGGY BANK RETROSPOT,12,2010-12-01 12:08:00,2.55,13758,United Kingdom,30.6,15,303,2010,12,1,12,Wednesday
536425,CERAMIC STRAWBERRY MONEY BOX,6,2010-12-01 12:08:00,2.55,13758,United Kingdom,15.3,15,109,2010,12,1,12,Wednesday
536425,CERAMIC STRAWBERRY CAKE MONEY BANK,12,2010-12-01 12:08:00,1.45,13758,United Kingdom,17.4,15,358,2010,12,1,12,Wednesday
536425,CERAMIC CHERRY CAKE MONEY BANK,12,2010-12-01 12:08:00,1.45,13758,United Kingdom,17.4,15,255,2010,12,1,12,Wednesday
536425,CERAMIC HEART FAIRY CAKE MONEY BANK,12,2010-12-01 12:08:00,1.45,13758,United Kingdom,17.4,15,341,2010,12,1,12,Wednesday
536425,CERAMIC PIRATE CHEST MONEY BANK,12,2010-12-01 12:08:00,1.45,13758,United Kingdom,17.4,15,137,2010,12,1,12,Wednesday
536425,DOORSTOP RETROSPOT HEART,8,2010-12-01 12:08:00,3.75,13758,United Kingdom,30.0,15,291,2010,12,1,12,Wednesday
536425,GINGHAM HEART  DOORSTOP RED,3,2010-12-01 12:08:00,4.25,13758,United Kingdom,12.75,15,231,2010,12,1,12,Wednesday
536425,RETROSPOT BABUSHKA DOORSTOP,4,2010-12-01 12:08:00,3.75,13758,United Kingdom,15.0,15,51,2010,12,1,12,Wednesday
536425,SILK PURSE BABUSHKA RED,6,2010-12-01 12:08:00,3.35,13758,United Kingdom,20.1,15,50,2010,12,1,12,Wednesday
536425,SILK PURSE BABUSHKA PINK,6,2010-12-01 12:08:00,3.35,13758,United Kingdom,20.1,15,141,2010,12,1,12,Wednesday
536425,JAM MAKING SET PRINTED,12,2010-12-01 12:08:00,1.45,13758,United Kingdom,17.4,15,980,2010,12,1,12,Wednesday
536446,CHRISTMAS CRAFT WHITE FAIRY,2,2010-12-01 12:15:00,1.45,15983,United Kingdom,2.9,24,360,2010,12,1,12,Wednesday
536446,CHRISTMAS CRAFT LITTLE FRIENDS,2,2010-12-01 12:15:00,2.1,15983,United Kingdom,4.2,24,519,2010,12,1,12,Wednesday
536446,COSY HOUR CIGAR BOX MATCHES,6,2010-12-01 12:15:00,1.25,15983,United Kingdom,7.5,24,125,2010,12,1,12,Wednesday
536446,RED TEA TOWEL CLASSIC DESIGN,12,2010-12-01 12:15:00,1.25,15983,United Kingdom,15.0,24,67,2010,12,1,12,Wednesday
536446,RETROSPOT CHILDRENS APRON,1,2010-12-01 12:15:00,1.95,15983,United Kingdom,1.95,24,325,2010,12,1,12,Wednesday
536446,COLOURING PENCILS BROWN TUBE,5,2010-12-01 12:15:00,0.85,15983,United Kingdom,4.25,24,329,2010,12,1,12,Wednesday
536446,4 IVORY DINNER CANDLES SILVER FLOCK,6,2010-12-01 12:15:00,2.55,15983,United Kingdom,15.3,24,134,2010,12,1,12,Wednesday
536446,ZINC METAL HEART DECORATION,12,2010-12-01 12:15:00,1.25,15983,United Kingdom,15.0,24,473,2010,12,1,12,Wednesday
536446,GREEN FERN NOTEBOOK,2,2010-12-01 12:15:00,1.65,15983,United Kingdom,3.3,24,45,2010,12,1,12,Wednesday
536446,BLUE PAISLEY NOTEBOOK,2,2010-12-01 12:15:00,1.65,15983,United Kingdom,3.3,24,24,2010,12,1,12,Wednesday
536446,CHRYSANTHEMUM NOTEBOOK,2,2010-12-01 12:15:00,1.65,15983,United Kingdom,3.3,24,80,2010,12,1,12,Wednesday
536446,LARGE CHINESE STYLE SCISSOR,10,2010-12-01 12:15:00,0.85,15983,United Kingdom,8.5,24,54,2010,12,1,12,Wednesday
536446,SMALL CHINESE STYLE SCISSOR,10,2010-12-01 12:15:00,0.42,15983,United Kingdom,4.2,24,39,2010,12,1,12,Wednesday
536446,S/6 WOODEN SKITTLES IN COTTON BAG,2,2010-12-01 12:15:00,2.95,15983,United Kingdom,5.9,24,227,2010,12,1,12,Wednesday
536446,TRADITIONAL WOODEN SKIPPING ROPE,2,2010-12-01 12:15:00,1.25,15983,United Kingdom,2.5,24,389,2010,12,1,12,Wednesday
